年度,月,日,指導員/啓発員,データ種別,値区分,値,ObjectId
2023,5,28,分煙対策指導員,指導対象,路上喫煙,184,2259
2023,5,29,分煙対策指導員,指導対象,路上喫煙,196,2260
2023,5,30,分煙対策指導員,指導対象,路上喫煙,191,2261
2022,11,30,分煙対策指導員,指導対象,路上喫煙過料,29,2262
2022,10,12,分煙対策指導員,指導対象,路上喫煙過料,15,2263
2022,12,1,分煙対策指導員,指導対象,路上喫煙,146,2264
2022,12,26,分煙対策指導員,指導対象,路上喫煙,118,2265
2022,10,13,分煙対策指導員,指導対象,路上喫煙,198,2266
2022,12,1,分煙対策指導員,指導対象,路上喫煙過料,21,2267
2022,11,5,分煙対策指導員,指導対象,路上喫煙過料,19,2268
2022,12,26,分煙対策指導員,指導対象,路上喫煙過料,0,2269
2022,10,13,分煙対策指導員,指導対象,路上喫煙過料,22,2270
2022,12,2,分煙対策指導員,指導対象,路上喫煙,173,2271
2022,11,6,分煙対策指導員,指導対象,路上喫煙,205,2272
2022,12,27,分煙対策指導員,指導対象,路上喫煙,223,2273
2022,10,14,分煙対策指導員,指導対象,路上喫煙,142,2274
2022,12,2,分煙対策指導員,指導対象,路上喫煙過料,22,2275
2022,11,6,分煙対策指導員,指導対象,路上喫煙過料,20,2276
2022,12,27,分煙対策指導員,指導対象,路上喫煙過料,0,2277
2022,10,14,分煙対策指導員,指導対象,路上喫煙過料,13,2278
2022,12,3,分煙対策指導員,指導対象,路上喫煙,254,2279
2022,11,7,分煙対策指導員,指導対象,路上喫煙,260,2280
2022,12,28,分煙対策指導員,指導対象,路上喫煙,0,2281
2022,10,15,分煙対策指導員,指導対象,路上喫煙,188,2282
2022,12,3,分煙対策指導員,指導対象,路上喫煙過料,18,2283
2022,11,7,分煙対策指導員,指導対象,路上喫煙過料,23,2284
2022,12,28,分煙対策指導員,指導対象,路上喫煙過料,0,2285
2022,10,15,分煙対策指導員,指導対象,路上喫煙過料,10,2286
2022,12,4,分煙対策指導員,指導対象,路上喫煙,158,2287
2022,11,8,分煙対策指導員,指導対象,路上喫煙,140,2288
2022,12,29,分煙対策指導員,指導対象,路上喫煙,0,2289
2022,10,16,分煙対策指導員,指導対象,路上喫煙,226,2290
2022,12,4,分煙対策指導員,指導対象,路上喫煙過料,21,2291
2022,11,8,分煙対策指導員,指導対象,路上喫煙過料,14,2292
2022,12,29,分煙対策指導員,指導対象,路上喫煙過料,0,2293
2022,10,16,分煙対策指導員,指導対象,路上喫煙過料,20,2294
2022,12,5,分煙対策指導員,指導対象,路上喫煙,149,2295
2022,11,9,分煙対策指導員,指導対象,路上喫煙,203,2296
2022,12,30,分煙対策指導員,指導対象,路上喫煙,0,2297
2022,10,17,分煙対策指導員,指導対象,路上喫煙,158,2298
2022,12,5,分煙対策指導員,指導対象,路上喫煙過料,23,2299
2022,11,9,分煙対策指導員,指導対象,路上喫煙過料,30,2300
2022,12,30,分煙対策指導員,指導対象,路上喫煙過料,0,2301
2022,10,17,分煙対策指導員,指導対象,路上喫煙過料,13,2302
2022,12,6,分煙対策指導員,指導対象,路上喫煙,194,2303
2022,11,10,分煙対策指導員,指導対象,路上喫煙,163,2304
2022,12,31,分煙対策指導員,指導対象,路上喫煙,0,2305
2022,10,18,分煙対策指導員,指導対象,路上喫煙,156,2306
2022,12,6,分煙対策指導員,指導対象,路上喫煙過料,23,2307
2022,11,10,分煙対策指導員,指導対象,路上喫煙過料,13,2308
2022,12,31,分煙対策指導員,指導対象,路上喫煙過料,0,2309
2022,10,18,分煙対策指導員,指導対象,路上喫煙過料,14,2310
2022,12,7,分煙対策指導員,指導対象,路上喫煙,195,2311
2022,11,11,分煙対策指導員,指導対象,路上喫煙,158,2312
2023,4,1,分煙対策指導員,指導対象,路上喫煙,0,2313
2022,10,19,分煙対策指導員,指導対象,路上喫煙,158,2314
2022,12,7,分煙対策指導員,指導対象,路上喫煙過料,23,2315
2022,11,11,分煙対策指導員,指導対象,路上喫煙過料,16,2316
2023,4,2,分煙対策指導員,指導対象,路上喫煙,0,2317
2022,10,19,分煙対策指導員,指導対象,路上喫煙過料,22,2318
2022,12,8,分煙対策指導員,指導対象,路上喫煙,179,2319
2022,11,12,分煙対策指導員,指導対象,路上喫煙,194,2320
2023,4,3,分煙対策指導員,指導対象,路上喫煙,117,2321
2022,10,20,分煙対策指導員,指導対象,路上喫煙,166,2322
2022,12,8,分煙対策指導員,指導対象,路上喫煙過料,28,2323
2022,11,12,分煙対策指導員,指導対象,路上喫煙過料,20,2324
2023,4,4,分煙対策指導員,指導対象,路上喫煙,261,2325
2022,10,20,分煙対策指導員,指導対象,路上喫煙過料,16,2326
2022,12,9,分煙対策指導員,指導対象,路上喫煙,230,2327
2022,11,13,分煙対策指導員,指導対象,路上喫煙,0,2328
2023,4,5,分煙対策指導員,指導対象,路上喫煙,161,2329
2022,10,21,分煙対策指導員,指導対象,路上喫煙,125,2330
2022,12,9,分煙対策指導員,指導対象,路上喫煙過料,32,2331
2022,11,13,分煙対策指導員,指導対象,路上喫煙過料,0,2332
2023,4,6,分煙対策指導員,指導対象,路上喫煙,245,2333
2022,10,21,分煙対策指導員,指導対象,路上喫煙過料,13,2334
2022,12,10,分煙対策指導員,指導対象,路上喫煙,196,2335
2022,11,14,分煙対策指導員,指導対象,路上喫煙,162,2336
2023,4,7,分煙対策指導員,指導対象,路上喫煙,218,2337
2023,4,8,分煙対策指導員,指導対象,路上喫煙,189,2338
2023,4,9,分煙対策指導員,指導対象,路上喫煙,0,2339
2023,4,10,分煙対策指導員,指導対象,路上喫煙,218,2340
2022,11,14,分煙対策指導員,指導対象,路上喫煙過料,25,2341
2022,11,15,分煙対策指導員,指導対象,路上喫煙,134,2342
2022,11,15,分煙対策指導員,指導対象,路上喫煙過料,21,2343
2022,11,16,分煙対策指導員,指導対象,路上喫煙,129,2344
2022,11,16,分煙対策指導員,指導対象,路上喫煙過料,14,2345
2022,10,22,分煙対策指導員,指導対象,路上喫煙,145,2346
2022,10,22,分煙対策指導員,指導対象,路上喫煙過料,21,2347
2022,12,10,分煙対策指導員,指導対象,路上喫煙過料,18,2348
2022,12,11,分煙対策指導員,指導対象,路上喫煙,0,2349
2022,12,11,分煙対策指導員,指導対象,路上喫煙過料,0,2350
2023,9,8,分煙対策指導員,指導対象,路上喫煙,64,2351
2023,9,9,分煙対策指導員,指導対象,路上喫煙,161,2352
2023,9,10,分煙対策指導員,指導対象,路上喫煙,0,2353
2023,9,11,分煙対策指導員,指導対象,路上喫煙,189,2354
2023,9,12,分煙対策指導員,指導対象,路上喫煙,167,2355
2023,9,13,分煙対策指導員,指導対象,路上喫煙,151,2356
2023,9,14,分煙対策指導員,指導対象,路上喫煙,124,2357
2023,9,15,分煙対策指導員,指導対象,路上喫煙,149,2358
2023,9,16,分煙対策指導員,指導対象,路上喫煙,140,2359
2023,9,17,分煙対策指導員,指導対象,路上喫煙,138,2360
2023,9,18,分煙対策指導員,指導対象,路上喫煙,156,2361
2023,9,19,分煙対策指導員,指導対象,路上喫煙,112,2362
2023,9,20,分煙対策指導員,指導対象,路上喫煙,236,2363
2023,9,21,分煙対策指導員,指導対象,路上喫煙,158,2364
2023,9,22,分煙対策指導員,指導対象,路上喫煙,93,2365
2023,9,23,分煙対策指導員,指導対象,路上喫煙,128,2366
2023,9,24,分煙対策指導員,指導対象,路上喫煙,162,2367
2023,9,25,分煙対策指導員,指導対象,路上喫煙,149,2368
2023,9,26,分煙対策指導員,指導対象,路上喫煙,197,2369
2023,9,27,分煙対策指導員,指導対象,路上喫煙,115,2370
2023,9,28,分煙対策指導員,指導対象,路上喫煙,149,2371
2023,9,29,分煙対策指導員,指導対象,路上喫煙,202,2372
2023,9,30,分煙対策指導員,指導対象,路上喫煙,185,2373
2023,10,1,分煙対策指導員,指導対象,路上喫煙,171,2374
2023,10,2,分煙対策指導員,指導対象,路上喫煙,230,2375
2023,10,3,分煙対策指導員,指導対象,路上喫煙,208,2376
2023,10,4,分煙対策指導員,指導対象,路上喫煙,135,2377
2023,10,5,分煙対策指導員,指導対象,路上喫煙,233,2378
2023,10,6,分煙対策指導員,指導対象,路上喫煙,160,2379
2023,10,7,分煙対策指導員,指導対象,路上喫煙,215,2380
2023,10,8,分煙対策指導員,指導対象,路上喫煙,0,2381
2023,10,9,分煙対策指導員,指導対象,路上喫煙,136,2382
2023,10,10,分煙対策指導員,指導対象,路上喫煙,216,2383
2023,10,11,分煙対策指導員,指導対象,路上喫煙,166,2384
2023,10,12,分煙対策指導員,指導対象,路上喫煙,147,2385
2023,10,13,分煙対策指導員,指導対象,路上喫煙,178,2386
2023,10,14,分煙対策指導員,指導対象,路上喫煙,149,2387
2023,10,15,分煙対策指導員,指導対象,路上喫煙,145,2388
2023,10,16,分煙対策指導員,指導対象,路上喫煙,205,2389
2023,10,17,分煙対策指導員,指導対象,路上喫煙,184,2390
2023,10,18,分煙対策指導員,指導対象,路上喫煙,216,2391
2023,10,19,分煙対策指導員,指導対象,路上喫煙,193,2392
2023,10,20,分煙対策指導員,指導対象,路上喫煙,153,2393
2023,10,21,分煙対策指導員,指導対象,路上喫煙,224,2394
2023,10,22,分煙対策指導員,指導対象,路上喫煙,174,2395
2023,10,23,分煙対策指導員,指導対象,路上喫煙,240,2396
2023,10,24,分煙対策指導員,指導対象,路上喫煙,240,2397
2023,10,25,分煙対策指導員,指導対象,路上喫煙,208,2398
2023,10,26,分煙対策指導員,指導対象,路上喫煙,176,2399
2023,10,27,分煙対策指導員,指導対象,路上喫煙,197,2400
2023,12,17,分煙対策指導員,指導対象,路上喫煙,165,2401
2023,12,18,分煙対策指導員,指導対象,路上喫煙,253,2402
2023,12,19,分煙対策指導員,指導対象,路上喫煙,152,2403
2023,12,20,分煙対策指導員,指導対象,路上喫煙,147,2404
2023,12,21,分煙対策指導員,指導対象,路上喫煙,211,2405
2023,12,22,分煙対策指導員,指導対象,路上喫煙,205,2406
2023,12,23,分煙対策指導員,指導対象,路上喫煙,125,2407
2023,12,24,分煙対策指導員,指導対象,路上喫煙,202,2408
2023,12,25,分煙対策指導員,指導対象,路上喫煙,173,2409
2023,12,26,分煙対策指導員,指導対象,路上喫煙,205,2410
2023,12,27,分煙対策指導員,指導対象,路上喫煙,243,2411
2023,12,28,分煙対策指導員,指導対象,路上喫煙,166,2412
2023,12,29,分煙対策指導員,指導対象,路上喫煙,0,2413
2023,12,30,分煙対策指導員,指導対象,路上喫煙,0,2414
2023,12,31,分煙対策指導員,指導対象,路上喫煙,0,2415
2023,1,1,分煙対策指導員,指導対象,路上喫煙,0,2416
2023,1,2,分煙対策指導員,指導対象,路上喫煙,0,2417
2023,1,3,分煙対策指導員,指導対象,路上喫煙,0,2418
2023,1,4,分煙対策指導員,指導対象,路上喫煙,170,2419
2023,1,5,分煙対策指導員,指導対象,路上喫煙,196,2420
2023,1,6,分煙対策指導員,指導対象,路上喫煙,126,2421
2023,1,7,分煙対策指導員,指導対象,路上喫煙,156,2422
2023,1,8,分煙対策指導員,指導対象,路上喫煙,154,2423
2023,1,9,分煙対策指導員,指導対象,路上喫煙,138,2424
2023,1,10,分煙対策指導員,指導対象,路上喫煙,171,2425
2023,1,11,分煙対策指導員,指導対象,路上喫煙,145,2426
2023,1,12,分煙対策指導員,指導対象,路上喫煙,148,2427
2023,1,13,分煙対策指導員,指導対象,路上喫煙,184,2428
2023,1,14,分煙対策指導員,指導対象,路上喫煙,0,2429
2023,1,15,分煙対策指導員,指導対象,路上喫煙,175,2430
2023,1,16,分煙対策指導員,指導対象,路上喫煙,174,2431
2023,1,17,分煙対策指導員,指導対象,路上喫煙,136,2432
2023,8,23,分煙対策指導員,指導対象,路上喫煙過料,26,2433
2023,10,28,分煙対策指導員,指導対象,路上喫煙,194,2434
2023,7,4,分煙対策指導員,指導対象,路上喫煙過料,35,2435
2023,2,5,分煙対策指導員,指導対象,路上喫煙,137,2436
2023,1,18,分煙対策指導員,指導対象,路上喫煙,204,2437
2023,1,19,分煙対策指導員,指導対象,路上喫煙,160,2438
2023,1,20,分煙対策指導員,指導対象,路上喫煙,134,2439
2023,1,21,分煙対策指導員,指導対象,路上喫煙,149,2440
2023,1,22,分煙対策指導員,指導対象,路上喫煙,161,2441
2023,1,23,分煙対策指導員,指導対象,路上喫煙,151,2442
2023,1,24,分煙対策指導員,指導対象,路上喫煙,127,2443
2023,1,25,分煙対策指導員,指導対象,路上喫煙,179,2444
2023,1,26,分煙対策指導員,指導対象,路上喫煙,162,2445
2023,1,27,分煙対策指導員,指導対象,路上喫煙,203,2446
2023,1,28,分煙対策指導員,指導対象,路上喫煙,221,2447
2023,1,29,分煙対策指導員,指導対象,路上喫煙,133,2448
2023,1,30,分煙対策指導員,指導対象,路上喫煙,183,2449
2023,1,31,分煙対策指導員,指導対象,路上喫煙,177,2450
2023,2,1,分煙対策指導員,指導対象,路上喫煙,206,2451
2023,2,2,分煙対策指導員,指導対象,路上喫煙,187,2452
2023,2,3,分煙対策指導員,指導対象,路上喫煙,208,2453
2023,2,4,分煙対策指導員,指導対象,路上喫煙,158,2454
2023,3,26,分煙対策指導員,指導対象,路上喫煙,145,2455
2023,5,15,分煙対策指導員,指導対象,路上喫煙過料,38,2456
2023,8,24,分煙対策指導員,指導対象,路上喫煙過料,36,2457
2023,10,12,分煙対策指導員,指導対象,路上喫煙過料,40,2458
2023,7,5,分煙対策指導員,指導対象,路上喫煙過料,36,2459
2023,10,29,分煙対策指導員,指導対象,路上喫煙,185,2460
2023,2,6,分煙対策指導員,指導対象,路上喫煙,170,2461
2023,5,16,分煙対策指導員,指導対象,路上喫煙過料,33,2462
2023,3,27,分煙対策指導員,指導対象,路上喫煙,90,2463
2023,8,25,分煙対策指導員,指導対象,路上喫煙過料,27,2464
2023,10,13,分煙対策指導員,指導対象,路上喫煙過料,29,2465
2023,7,6,分煙対策指導員,指導対象,路上喫煙過料,47,2466
2023,10,30,分煙対策指導員,指導対象,路上喫煙,213,2467
2023,2,7,分煙対策指導員,指導対象,路上喫煙,144,2468
2023,5,17,分煙対策指導員,指導対象,路上喫煙過料,24,2469
2023,3,28,分煙対策指導員,指導対象,路上喫煙,79,2470
2023,8,26,分煙対策指導員,指導対象,路上喫煙過料,24,2471
2023,10,14,分煙対策指導員,指導対象,路上喫煙過料,22,2472
2023,7,7,分煙対策指導員,指導対象,路上喫煙過料,23,2473
2023,10,31,分煙対策指導員,指導対象,路上喫煙,202,2474
2023,2,8,分煙対策指導員,指導対象,路上喫煙,133,2475
2023,5,18,分煙対策指導員,指導対象,路上喫煙過料,9,2476
2023,3,29,分煙対策指導員,指導対象,路上喫煙,166,2477
2023,8,27,分煙対策指導員,指導対象,路上喫煙過料,38,2478
2023,10,15,分煙対策指導員,指導対象,路上喫煙過料,30,2479
2023,7,8,分煙対策指導員,指導対象,路上喫煙過料,45,2480
2023,11,1,分煙対策指導員,指導対象,路上喫煙,185,2481
2023,2,9,分煙対策指導員,指導対象,路上喫煙,161,2482
2023,5,19,分煙対策指導員,指導対象,路上喫煙過料,30,2483
2023,3,30,分煙対策指導員,指導対象,路上喫煙,131,2484
2023,8,28,分煙対策指導員,指導対象,路上喫煙過料,24,2485
2023,10,16,分煙対策指導員,指導対象,路上喫煙過料,44,2486
2023,7,9,分煙対策指導員,指導対象,路上喫煙過料,0,2487
2023,11,2,分煙対策指導員,指導対象,路上喫煙,187,2488
2023,2,10,分煙対策指導員,指導対象,路上喫煙,238,2489
2023,5,20,分煙対策指導員,指導対象,路上喫煙過料,26,2490
2023,3,31,分煙対策指導員,指導対象,路上喫煙,108,2491
2023,8,29,分煙対策指導員,指導対象,路上喫煙過料,23,2492
2023,10,17,分煙対策指導員,指導対象,路上喫煙過料,38,2493
2023,7,10,分煙対策指導員,指導対象,路上喫煙過料,42,2494
2023,11,3,分煙対策指導員,指導対象,路上喫煙,212,2495
2023,2,11,分煙対策指導員,指導対象,路上喫煙,0,2496
2023,5,21,分煙対策指導員,指導対象,路上喫煙過料,31,2497
2023,4,1,分煙対策指導員,指導対象,路上喫煙過料,0,2498
2023,8,30,分煙対策指導員,指導対象,路上喫煙過料,29,2499
2023,10,18,分煙対策指導員,指導対象,路上喫煙過料,38,2500
2023,7,11,分煙対策指導員,指導対象,路上喫煙過料,43,2501
2023,11,4,分煙対策指導員,指導対象,路上喫煙,240,2502
2023,2,12,分煙対策指導員,指導対象,路上喫煙,180,2503
2023,5,22,分煙対策指導員,指導対象,路上喫煙過料,20,2504
2023,4,2,分煙対策指導員,指導対象,路上喫煙過料,0,2505
2023,8,31,分煙対策指導員,指導対象,路上喫煙過料,29,2506
2023,10,19,分煙対策指導員,指導対象,路上喫煙過料,45,2507
2023,7,12,分煙対策指導員,指導対象,路上喫煙過料,25,2508
2023,11,5,分煙対策指導員,指導対象,路上喫煙,166,2509
2023,2,13,分煙対策指導員,指導対象,路上喫煙,213,2510
2023,5,23,分煙対策指導員,指導対象,路上喫煙過料,13,2511
2023,4,3,分煙対策指導員,指導対象,路上喫煙過料,8,2512
2023,9,1,分煙対策指導員,指導対象,路上喫煙過料,24,2513
2023,10,20,分煙対策指導員,指導対象,路上喫煙過料,34,2514
2023,7,13,分煙対策指導員,指導対象,路上喫煙過料,30,2515
2023,11,6,分煙対策指導員,指導対象,路上喫煙,237,2516
2023,2,14,分煙対策指導員,指導対象,路上喫煙,135,2517
2023,5,24,分煙対策指導員,指導対象,路上喫煙過料,26,2518
2023,4,4,分煙対策指導員,指導対象,路上喫煙過料,18,2519
2023,9,2,分煙対策指導員,指導対象,路上喫煙過料,26,2520
2023,10,21,分煙対策指導員,指導対象,路上喫煙過料,62,2521
2023,7,14,分煙対策指導員,指導対象,路上喫煙過料,29,2522
2023,11,7,分煙対策指導員,指導対象,路上喫煙,194,2523
2023,2,15,分煙対策指導員,指導対象,路上喫煙,204,2524
2023,5,25,分煙対策指導員,指導対象,路上喫煙過料,28,2525
2023,4,5,分煙対策指導員,指導対象,路上喫煙過料,9,2526
2023,9,3,分煙対策指導員,指導対象,路上喫煙過料,37,2527
2023,10,22,分煙対策指導員,指導対象,路上喫煙過料,38,2528
2023,7,15,分煙対策指導員,指導対象,路上喫煙過料,42,2529
2023,11,8,分煙対策指導員,指導対象,路上喫煙,207,2530
2023,2,16,分煙対策指導員,指導対象,路上喫煙,214,2531
2023,5,26,分煙対策指導員,指導対象,路上喫煙過料,27,2532
2023,4,6,分煙対策指導員,指導対象,路上喫煙過料,20,2533
2023,9,4,分煙対策指導員,指導対象,路上喫煙過料,30,2534
2023,10,23,分煙対策指導員,指導対象,路上喫煙過料,31,2535
2023,7,16,分煙対策指導員,指導対象,路上喫煙過料,24,2536
2023,7,17,分煙対策指導員,指導対象,路上喫煙過料,39,2537
2023,7,18,分煙対策指導員,指導対象,路上喫煙過料,19,2538
2023,7,19,分煙対策指導員,指導対象,路上喫煙過料,24,2539
2023,7,20,分煙対策指導員,指導対象,路上喫煙過料,32,2540
2023,7,21,分煙対策指導員,指導対象,路上喫煙過料,23,2541
2023,7,22,分煙対策指導員,指導対象,路上喫煙過料,34,2542
2023,7,23,分煙対策指導員,指導対象,路上喫煙過料,26,2543
2023,7,24,分煙対策指導員,指導対象,路上喫煙過料,22,2544
2023,7,25,分煙対策指導員,指導対象,路上喫煙過料,24,2545
2023,7,26,分煙対策指導員,指導対象,路上喫煙過料,24,2546
2023,7,27,分煙対策指導員,指導対象,路上喫煙過料,21,2547
2023,7,28,分煙対策指導員,指導対象,路上喫煙過料,34,2548
2023,7,29,分煙対策指導員,指導対象,路上喫煙過料,22,2549
2023,7,30,分煙対策指導員,指導対象,路上喫煙過料,23,2550
2023,7,31,分煙対策指導員,指導対象,路上喫煙過料,17,2551
2023,8,1,分煙対策指導員,指導対象,路上喫煙過料,21,2552
2023,8,2,分煙対策指導員,指導対象,路上喫煙過料,24,2553
2023,8,3,分煙対策指導員,指導対象,路上喫煙過料,16,2554
2023,8,4,分煙対策指導員,指導対象,路上喫煙過料,23,2555
2023,8,5,分煙対策指導員,指導対象,路上喫煙過料,32,2556
2023,8,6,分煙対策指導員,指導対象,路上喫煙過料,29,2557
2023,8,7,分煙対策指導員,指導対象,路上喫煙過料,20,2558
2023,8,8,分煙対策指導員,指導対象,路上喫煙過料,29,2559
2023,8,9,分煙対策指導員,指導対象,路上喫煙過料,27,2560
2023,8,10,分煙対策指導員,指導対象,路上喫煙過料,19,2561
2023,8,11,分煙対策指導員,指導対象,路上喫煙過料,33,2562
2023,8,12,分煙対策指導員,指導対象,路上喫煙過料,29,2563
2023,8,13,分煙対策指導員,指導対象,路上喫煙過料,0,2564
2023,8,14,分煙対策指導員,指導対象,路上喫煙過料,32,2565
2023,8,15,分煙対策指導員,指導対象,路上喫煙過料,20,2566
2023,8,16,分煙対策指導員,指導対象,路上喫煙過料,11,2567
2023,8,17,分煙対策指導員,指導対象,路上喫煙過料,24,2568
2023,8,18,分煙対策指導員,指導対象,路上喫煙過料,23,2569
2023,8,19,分煙対策指導員,指導対象,路上喫煙過料,29,2570
2023,8,20,分煙対策指導員,指導対象,路上喫煙過料,16,2571
2023,8,21,分煙対策指導員,指導対象,路上喫煙過料,34,2572
2023,8,22,分煙対策指導員,指導対象,路上喫煙過料,30,2573
2023,2,17,分煙対策指導員,指導対象,路上喫煙,170,2574
2023,9,5,分煙対策指導員,指導対象,路上喫煙過料,28,2575
2023,5,27,分煙対策指導員,指導対象,路上喫煙過料,33,2576
2023,2,18,分煙対策指導員,指導対象,路上喫煙,149,2577
2023,9,6,分煙対策指導員,指導対象,路上喫煙過料,31,2578
2023,5,28,分煙対策指導員,指導対象,路上喫煙過料,55,2579
2023,2,19,分煙対策指導員,指導対象,路上喫煙,137,2580
2023,9,7,分煙対策指導員,指導対象,路上喫煙過料,11,2581
2023,5,29,分煙対策指導員,指導対象,路上喫煙過料,17,2582
2023,2,20,分煙対策指導員,指導対象,路上喫煙,215,2583
2023,9,8,分煙対策指導員,指導対象,路上喫煙過料,16,2584
2023,11,9,分煙対策指導員,指導対象,路上喫煙,123,2585
2023,5,30,分煙対策指導員,指導対象,路上喫煙過料,37,2586
2023,2,21,分煙対策指導員,指導対象,路上喫煙,121,2587
2023,9,9,分煙対策指導員,指導対象,路上喫煙過料,52,2588
2023,11,10,分煙対策指導員,指導対象,路上喫煙,190,2589
2023,5,31,分煙対策指導員,指導対象,路上喫煙過料,41,2590
2023,2,22,分煙対策指導員,指導対象,路上喫煙,98,2591
2023,9,10,分煙対策指導員,指導対象,路上喫煙過料,0,2592
2023,11,11,分煙対策指導員,指導対象,路上喫煙,189,2593
2023,6,1,分煙対策指導員,指導対象,路上喫煙過料,22,2594
2023,2,23,分煙対策指導員,指導対象,路上喫煙,136,2595
2023,9,11,分煙対策指導員,指導対象,路上喫煙過料,41,2596
2023,11,12,分煙対策指導員,指導対象,路上喫煙,0,2597
2023,6,2,分煙対策指導員,指導対象,路上喫煙過料,12,2598
2023,2,24,分煙対策指導員,指導対象,路上喫煙,106,2599
2023,9,12,分煙対策指導員,指導対象,路上喫煙過料,33,2600
2023,11,13,分煙対策指導員,指導対象,路上喫煙,153,2601
2023,6,3,分煙対策指導員,指導対象,路上喫煙過料,47,2602
2023,2,25,分煙対策指導員,指導対象,路上喫煙,82,2603
2023,9,13,分煙対策指導員,指導対象,路上喫煙過料,9,2604
2023,11,14,分煙対策指導員,指導対象,路上喫煙,214,2605
2023,6,4,分煙対策指導員,指導対象,路上喫煙過料,32,2606
2023,2,26,分煙対策指導員,指導対象,路上喫煙,133,2607
2023,9,14,分煙対策指導員,指導対象,路上喫煙過料,26,2608
2023,11,15,分煙対策指導員,指導対象,路上喫煙,174,2609
2023,6,5,分煙対策指導員,指導対象,路上喫煙過料,30,2610
2023,2,27,分煙対策指導員,指導対象,路上喫煙,180,2611
2023,9,15,分煙対策指導員,指導対象,路上喫煙過料,24,2612
2023,11,16,分煙対策指導員,指導対象,路上喫煙,182,2613
2023,6,6,分煙対策指導員,指導対象,路上喫煙過料,26,2614
2023,2,28,分煙対策指導員,指導対象,路上喫煙,158,2615
2023,9,16,分煙対策指導員,指導対象,路上喫煙過料,37,2616
2023,11,17,分煙対策指導員,指導対象,路上喫煙,184,2617
2023,6,7,分煙対策指導員,指導対象,路上喫煙過料,22,2618
2023,2,29,分煙対策指導員,指導対象,路上喫煙,133,2619
2023,9,17,分煙対策指導員,指導対象,路上喫煙過料,30,2620
2023,11,18,分煙対策指導員,指導対象,路上喫煙,110,2621
2023,6,8,分煙対策指導員,指導対象,路上喫煙過料,32,2622
2023,3,1,分煙対策指導員,指導対象,路上喫煙,190,2623
2023,9,18,分煙対策指導員,指導対象,路上喫煙過料,44,2624
2023,11,19,分煙対策指導員,指導対象,路上喫煙,197,2625
2023,6,9,分煙対策指導員,指導対象,路上喫煙過料,36,2626
2023,3,2,分煙対策指導員,指導対象,路上喫煙,186,2627
2023,9,19,分煙対策指導員,指導対象,路上喫煙過料,14,2628
2023,11,20,分煙対策指導員,指導対象,路上喫煙,156,2629
2023,6,10,分煙対策指導員,指導対象,路上喫煙過料,47,2630
2023,3,3,分煙対策指導員,指導対象,路上喫煙,139,2631
2023,3,4,分煙対策指導員,指導対象,路上喫煙,186,2632
2023,3,5,分煙対策指導員,指導対象,路上喫煙,194,2633
2023,3,6,分煙対策指導員,指導対象,路上喫煙,145,2634
2023,3,7,分煙対策指導員,指導対象,路上喫煙,193,2635
2023,3,8,分煙対策指導員,指導対象,路上喫煙,174,2636
2023,3,9,分煙対策指導員,指導対象,路上喫煙,147,2637
2023,3,10,分煙対策指導員,指導対象,路上喫煙,0,2638
2023,3,11,分煙対策指導員,指導対象,路上喫煙,147,2639
2023,3,12,分煙対策指導員,指導対象,路上喫煙,86,2640
2023,3,13,分煙対策指導員,指導対象,路上喫煙,136,2641
2023,3,14,分煙対策指導員,指導対象,路上喫煙,176,2642
2023,3,15,分煙対策指導員,指導対象,路上喫煙,150,2643
2023,3,16,分煙対策指導員,指導対象,路上喫煙,127,2644
2023,3,17,分煙対策指導員,指導対象,路上喫煙,170,2645
2023,3,18,分煙対策指導員,指導対象,路上喫煙,183,2646
2023,3,19,分煙対策指導員,指導対象,路上喫煙,115,2647
2023,3,20,分煙対策指導員,指導対象,路上喫煙,161,2648
2023,3,21,分煙対策指導員,指導対象,路上喫煙,128,2649
2023,3,22,分煙対策指導員,指導対象,路上喫煙,102,2650
2023,3,23,分煙対策指導員,指導対象,路上喫煙,149,2651
2023,3,24,分煙対策指導員,指導対象,路上喫煙,105,2652
2023,3,25,分煙対策指導員,指導対象,路上喫煙,130,2653
2023,10,24,分煙対策指導員,指導対象,路上喫煙過料,59,2654
2023,4,7,分煙対策指導員,指導対象,路上喫煙過料,24,2655
2023,9,20,分煙対策指導員,指導対象,路上喫煙過料,38,2656
2023,11,21,分煙対策指導員,指導対象,路上喫煙,272,2657
2023,6,11,分煙対策指導員,指導対象,路上喫煙過料,0,2658
2023,9,21,分煙対策指導員,指導対象,路上喫煙過料,27,2659
2023,11,22,分煙対策指導員,指導対象,路上喫煙,158,2660
2023,6,12,分煙対策指導員,指導対象,路上喫煙過料,25,2661
2023,9,22,分煙対策指導員,指導対象,路上喫煙過料,13,2662
2023,11,23,分煙対策指導員,指導対象,路上喫煙,210,2663
2023,6,13,分煙対策指導員,指導対象,路上喫煙過料,44,2664
2023,9,23,分煙対策指導員,指導対象,路上喫煙過料,36,2665
2023,11,24,分煙対策指導員,指導対象,路上喫煙,131,2666
2023,6,14,分煙対策指導員,指導対象,路上喫煙過料,29,2667
2023,9,24,分煙対策指導員,指導対象,路上喫煙過料,36,2668
2023,11,25,分煙対策指導員,指導対象,路上喫煙,149,2669
2023,6,15,分煙対策指導員,指導対象,路上喫煙過料,11,2670
